"ID","Player","Team","Position","Prim Pos","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","TK/GV","Cor"
"*05ilm*","Jason Cotton","CAR","F","F","2241","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ecp*","Liam Coughlin","(N/A)","F","F","2242","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bne*","Luke Coughlin","FLA","D","D","2243","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cb6*","Alex Coulombe","(N/A)","D","D","2244","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004av*","Patrick Coulombe","(N/A)","D","D","2246","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03knw*","Justin Courtnall","(N/A)","F","F","2249","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004nk*","Logan Couture","SJS","F","F","2251","FA","37","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05979*","Josh Couturier","PHI","D","D","2252","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01f3g*","Jared Cowen","(N/A)","D","D","2254","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ycg*","Corey Cowick","(N/A)","F","F","2255","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0598l*","Joe Cox","MTL","F","F","2257","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03mh0*","Trevor Cox","(N/A)","F","F","2258","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01v7e*","Jace Coyle","(N/A)","D","D","2259","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003ed*","Joey Crabb","(N/A)","F","F","2260","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04zeq*","Lukas Craggs","NSH","F","F","2261","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kqk*","Graeme Craig","EDM","D","D","2262","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02fni*","Joseph Cramarossa","MIN","F","F","2263","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0643q*","Brody Crane","(N/A)","F","F","2264","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zvd*","Chris Crane","(N/A)","F","F","2265","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xp1*","Matt Crasa","(N/A)","F","F","2267","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03woi*","Marcus Crawford","(N/A)","D","D","2268","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01ucy*","Nick Crawford","(N/A)","D","D","2269","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048xu*","Brandon Crawley","NYR","D","D","2270","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04juw*","Troy Crema","(N/A)","F","F","2271","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*023vj*","Andrew Crescenzi","(N/A)","F","F","2272","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05acr*","Jackson Cressey","(N/A)","F","F","2273","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ggk*","Antoine Crete-Belzile","(N/A)","D","D","2274","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xbf*","Marc-Olivier Crevier-Morin","NYR","D","D","2275","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048w1*","Kyle Criscuolo","NJD","F","F","2276","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031ov*","Connor Crisp","(N/A)","F","F","2277","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*062dy*","Andrew Cristall","WSH","F","F","2278","SPG","21","0","MNR","0","29%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mgt*","Anthony Cristoforo","DAL","D","D","2279","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05luf*","Kyle Crnkovic","UTA","F","F","2280","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003nm*","B.J. Crombeen","(N/A)","F","F","2281","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xw5*","Hank Crone","(N/A)","F","F","2282","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072js*","Callum Croskery","(N/A)","D","D","2283","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*024dc*","Tommy Cross","STL","D","D","2284","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xwv*","Jackson Crowder","WSH","F","F","2286","FA","18","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01c9l*","Paul Crowder","(N/A)","F","F","2287","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*066pi*","Grant Cruikshank","WSH","F","F","2288","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031qm*","Victor Crus Rydberg","NYI","F","F","2289","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yh7*","Ralph Cuddemi","(N/A)","F","F","2290","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04z2t*","Diego Cuglietta","(N/A)","F","F","2291","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rgy*","Karlis Cukste","(N/A)","D","D","2292","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zsv*","Jakub Culek","OTT","F","F","2293","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02o7m*","Ryan Culkin","MTL","D","D","2294","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rgf*","Will Cullen","(N/A)","D","D","2295","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0490x*","Patrick Cullity","(N/A)","D","D","2296","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*015x4*","Tyler Cuma","(N/A)","D","D","2297","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xxc*","Ashton Cumby","CHI","D","D","2298","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003la*","Kyle Cumiskey","(N/A)","D","D","2299","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*015qt*","Mark Cundari","(N/A)","D","D","2300","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004mi*","Cam Cunning","(N/A)","F","F","2301","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zsf*","Craig Cunningham","(N/A)","F","F","2302","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*072hz*","Ryland Cunningham","(N/A)","F","F","2303","FA","17","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01gjt*","Luca Cunti","TBL","F","F","2304","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02odi*","Gianluca Curcuruto","CBJ","D","D","2306","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mb3*","Maxmilian Curran","CGY","F","F","2307","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02y90*","Josh Currie","OTT","F","F","2308","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o4p*","Patrick Curry","(N/A)","F","F","2310","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003fn*","Sean Curry","(N/A)","D","D","2311","FA","43","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05976*","Mike Cyr","(N/A)","F","F","2312","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*030w0*","Austin Czarnik","(N/A)","F","F","2313","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*023rz*","Robert Czarnik","(N/A)","F","F","2314","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03aot*","Scott Czarnowczan","(N/A)","D","D","2315","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sq6*","Ethan Czata","TBL","F","F","2316","FA","18","1,000,000","FA","0","4%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zsk*","Drew Czerwonka","EDM","F","F","2317","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03aou*","Kevin Czuczman","MIN","D","D","2318","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0243w*","Stephane Da Costa","(N/A)","F","F","2328","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06sfw*","Kale Dach","PIT","F","F","2330","FA","19","1,000,000","FA","0","2%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rnr*","Maddox Dagenais","(N/A)","F","F","2331","FA","18","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003v7*","Matt D'Agostini","(N/A)","F","F","2319","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ye0*","Nick D'Agostino","(N/A)","D","D","2320","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03c6m*","Simon Dahl","(N/A)","F","F","2332","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02g1d*","Klas Dahlbeck","(N/A)","D","D","2333","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*042vq*","Jonathan Dahlen","(N/A)","F","F","2335","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06xww*","Aron Dahlqvist","WSH","D","D","2336","FA","19","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zqt*","Andreas Dahlstrom","(N/A)","F","F","2337","FA","33","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031ob*","Carl Dahlstrom","TOR","F,D","D","2338","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rk6*","John Dahlstrom","CHI","F","F","2339","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ub2*","Nicolas Daigle","(N/A)","F","F","2340","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03as5*","Michael Dal Colle","OTT","F","F","2343","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*038tb*","Mike Dalhuisen","(N/A)","D","D","2344","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03o9j*","Marek Daloga","(N/A)","D","D","2345","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01bvm*","Zac Dalpe","(N/A)","F","F","2346","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xcf*","Daniel D'Amato","VGK","F","F","2322","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04r02*","Riley Damiani","(N/A)","F","F","2348","FA","26","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rrn*","Patrick D'Amico","(N/A)","F","F","2323","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01s64*","Jerry D'Amigo","(N/A)","F","F","2324","FA","35","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kiv*","Dexter Dancs","(N/A)","F","F","2349","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*07449*","Madden Daneault","(N/A)","F","F","2350","FA","14","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mhc*","Ty Daneault","(N/A)","F","F","2351","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mb8*","Ben Danford","TOR","D","D","2352","Wags8210","20","0","MNR","0","9%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01mny*","Justin Daniels","SJS","F","F","2353","FA","36","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*043c3*","Hugo Danielsson","(N/A)","D","D","2354","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pdx*","Liam Danielsson","(N/A)","F","F","2355","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01f8p*","Simon Danis-Pepin","(N/A)","D","D","2356","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031ny*","Marko Dano","(N/A)","F","F","2357","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ycr*","Alexis D'Aoust","(N/A)","F","F","2325","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uh5*","Jean-Michel Daoust","(N/A)","F","F","2359","FA","42","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05oxz*","Philippe Daoust","(N/A)","F","F","2360","FA","24","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ee7*","Cam Darcy","STL","F","F","2361","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*051u8*","Alexandr Darin","UTA","F","F","2362","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yly*","Alexander Daryin","(N/A)","F","F","2365","FA","25","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05yjy*","Lauris Darzins","(N/A)","F","F","2366","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004kc*","Dan DaSilva","SJS","F","F","2329","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004lx*","Kaspars Daugavins","(N/A)","F","F","2367","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031o3*","Laurent Dauphin","MTL","F","F","2368","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*004ow*","Jonathan D'Aversa","(N/A)","D","D","2326","FA","40","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hd0*","Alexis Daviault","(N/A)","D","D","2369","FA","20","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01zr1*","Brandon Davidson","BUF","D","D","2370","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03rwd*","Jonathan Davidsson","OTT","F","F","2371","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03yub*","Marcus Davidsson","BUF","F","F","2372","FA","27","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0430g*","Jeremy Davies","VGK","D","D","2373","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0618d*","Joshua Davies","(N/A)","F","F","2374","FA","22","1,000,000","FA","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f7q*","Brett Davis","DAL","F","F","2375","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06lo6*","Cole Davis","(N/A)","F","F","2376","FA","19","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*060ev*","Jayden Davis","(N/A)","F","F","2377","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xbl*","Kevin Davis","COL","D","D","2378","FA","29","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0058c*","Nathan Davis","CHI","F","F","2380","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*003xm*","Patrick Davis","(N/A)","F","F","2381","FA","39","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*061jv*","Daniil Davydov","(N/A)","F","F","2382","FA","22","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hjc*","Timofei Davydov","(N/A)","D","D","2383","FA","23","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*0040b*","Nigel Dawes","(N/A)","F","F","2384","FA","41","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*024di*","Brian Day","NYI","F","F","2385","FA","37","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xbh*","Logan Day","WSH","D","D","2386","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*035vk*","Sean Day","NYI","D","D","2388","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*005gl*","John de Gray","(N/A)","D","D","8390","FA","38","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*01f3j*","Calvin de Haan","(N/A)","D","D","8391","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*02oay*","James De Haas","(N/A)","D","D","2389","FA","31","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03d0t*","Paul De Jersey","(N/A)","F","F","2390","FA","34","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*04f7t*","Brendan De Jong","CAR","D","D","2391","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05rfy*","Ethan De Jong","EDM","F","F","2392","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*031ux*","Nolan De Jong","(N/A)","D","D","2393","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ogk*","Aidan De La Gorgendiere","(N/A)","D","D","2394","FA","24","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03164*","Jacob de la Rose","(N/A)","F","F","8393","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*03cyt*","Chase De Leo","(N/A)","F","F","2395","FA","30","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06bnd*","Tommaso De Luca","(N/A)","F","F","2396","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05o4i*","Mathieu De St. Phalle","PIT","F","F","2397","FA","26","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*048w2*","Jeff de Wit","(N/A)","F","F","8392","FA","28","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*038ke*","Jean-Sebastien Dea","(N/A)","F","F","2411","FA","32","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*05r2l*","Zach Dean","STL","F","F","2412","Wags8210","23","0","MNR","0","7%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
"*06gyj*","Nicholas DeAngelis","CBJ","D","D","2398","FA","21","1,000,000","FA","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0"
