"ID","Player","Team","Position","Prim Pos","Rookie","RkOv","Status","Age","Salary","Contract","Score","Ros","+/-","GP","Pt-D","G","A","2G+A","PIM","SOG","STP","Hit","Blk","Tk","Cor"
"*03pax*","Ivan Provorov","CBJ","D","D","","208","nebsnave","29","1,000,000","FA","57.25","36%","-2%","82","31","9","22","40","32","158","5","28","134","29","-52"
"*051lz*","Shane Pinto","OTT","F","F","","209","PuckLuck","25","2,400,000","BID","57.21","53%","-4%","72","0","23","23","69","42","157","9","94","50","25","-51"
"*05kdw*","Ridly Greig","OTT","F","F","","210","FA","24","1,000,000","FA","57.03","25%","-4%","77","0","13","22","48","83","129","4","96","52","20","60"
"*01c32*","Brayden Schenn","NYI","F","F","","211","Wags8210","35","1,000,000","BID","57.03","36%","-2%","80","0","18","21","57","68","119","9","180","41","18","-76"
"*0045u*","Jordan Staal","CAR","F","F","","212","FA","38","1,000,000","FA","56.98","26%","-2%","75","0","20","16","56","29","107","5","166","48","16","311"
"*05kuc*","Tyler Kleven","OTT","D","D","","215","FA","24","1,000,000","FA","56.66","15%","-2%","70","18","3","15","21","53","90","2","126","94","30","118"
"*04f75*","Noah Cates","PHI","F","F","","216","FA","27","1,000,000","FA","56.55","26%","-3%","82","0","18","29","65","44","132","10","102","51","26","-59"
"*051yz*","Dylan Holloway","STL","F","F","","217","BHHC","25","4,500,000","BID","56.36","97%","0%","59","0","22","29","73","20","162","8","129","41","13","22"
"*02440*","Anders Lee","UTA","F","F","","218","BULLIES","36","4,100,000","BID","56.18","31%","-2%","82","0","19","23","61","44","199","8","91","37","10","86"
"*03rad*","Thomas Chabot","OTT","D","D","","219","Wags8210","29","2,900,000","BID","56.14","82%","-1%","57","31","7","24","38","22","99","9","36","111","25","101"
"*042t2*","Logan Stanley","(N/A)","D","D","","220","FA","28","1,000,000","FA","56.13","9%","-2%","76","26","9","17","35","128","96","1","110","84","17","-99"
"*05gtp*","Dawson Mercer","NJD","F","F","","221","FA","24","1,000,000","FA","56.11","40%","-4%","82","0","20","22","62","33","158","10","33","47","27","144"
"*02ybl*","Valeri Nichushkin","CBJ","F","F","","222","mcianfra","31","1,000,000","FA","56.07","68%","-3%","72","0","17","32","66","26","160","5","55","27","23","302"
"*04lc5*","Jack McBain","UTA","F","F","","223","SPG","26","3,000,000","RFA1","56.01","27%","-2%","75","0","9","16","34","84","106","2","271","43","9","150"
"*02npq*","Adam Pelech","NYI","D","D","","224","FA","32","1,000,000","FA","56.01","6%","-1%","82","16","4","12","20","50","122","2","66","124","31","144"
"*05gd8*","Mason McTavish","STL","F","F","","225","ROO","23","5,000,000","BID","55.92","67%","-4%","75","0","17","24","58","42","146","11","95","33","16","123"
"*051tx*","Aliaksei Protas","WSH","F","F","","226","nbracken","25","2,600,000","RFA1","55.9","75%","-3%","76","0","25","27","77","20","159","4","33","42","26","147"
"*0042t*","Claude Giroux","OTT","F","F","","227","FA","38","1,000,000","FA","55.88","40%","-2%","82","0","14","35","63","22","138","13","65","27","24","173"
"*03e7p*","Travis Sanheim","PHI","D","D","","228","M.M","30","6,200,000","BID","55.81","68%","-1%","81","37","11","26","48","20","95","6","46","152","26","-108"
"*03169*","Alexander Wennberg","SJS","F","F","","229","FA","32","1,000,000","FA","55.75","29%","-2%","80","0","18","37","73","18","93","16","28","93","35","-68"
"*04l8w*","Parker Kelly","COL","F","F","","230","FA","27","1,000,000","FA","55.59","17%","-2%","82","0","21","14","56","30","104","1","177","58","15","207"
"*05j3d*","Bobby McMann","SEA","F","F","","232","TommyG10","30","1,000,000","BID","55.37","51%","-3%","78","0","29","17","75","32","183","6","165","27","18","-140"
"*03rik*","Troy Terry","ANA","F","F","","233","FA","29","1,000,000","FA","55.37","66%","-4%","61","0","19","38","76","14","161","16","2","16","25","186"
"*004jl*","Brad Marchand","FLA","F","F","","234","M.M","38","4,200,000","BID","55.36","80%","-2%","52","0","27","27","81","38","138","20","36","16","15","26"
"*02noe*","Morgan Rielly","TOR","D","D","","235","btsay45","32","1,500,000","BID","55.34","71%","0%","78","36","11","25","47","29","141","6","35","114","22","-86"
"*04yqp*","Anton Lundell","FLA","F","F","","236","TommyG10","24","3,850,000","RFA1","55.28","56%","-4%","64","0","18","26","62","34","138","19","75","35","14","78"
"*02b3o*","Rickard Rakell","PIT","F","F","","237","mertin","33","2,800,000","BID","55.2","87%","0%","60","0","24","24","72","8","166","18","71","43","24","-26"
"*02b3w*","Boone Jenner","WSH","F","F","","238","FA","33","1,000,000","FA","55.17","32%","-4%","67","0","13","25","51","44","132","4","147","66","14","40"
"*01ztp*","Zach Hyman","EDM","F","F","","239","Wags8210","34","3,000,000","BID","55.12","98%","0%","58","0","31","21","83","28","159","15","56","18","8","91"
"*02noq*","Mike Matheson","MTL","D","D","","240","nebsnave","32","2,500,000","BID","55","84%","0%","78","37","7","30","44","34","114","3","59","150","24","-226"
"*04amd*","Peyton Krebs","BUF","F","F","","241","TommyG10","25","1,100,000","BID","54.97","29%","-2%","82","0","12","27","51","78","93","1","201","41","22","-74"
"*01gjn*","Erik Haula","LAK","F","F","","242","FA","35","1,000,000","FA","54.72","19%","-1%","81","0","14","24","52","64","127","14","118","51","15","-64"
"*025by*","Ben Chiarot","DET","D","D","","243","PuckLuck","35","1,000,000","BID","54.62","20%","-1%","82","15","5","10","20","75","103","0","170","160","25","-239"
"*02422*","Ryan Nugent-Hopkins","EDM","F","F","","244","nebsnave","33","3,600,000","BID","54.59","86%","-1%","72","0","20","36","76","21","133","30","25","31","14","0"
"*031nw*","Michael McCarron","MIN","F","F","","245","FA","31","1,000,000","FA","54.26","12%","-2%","79","0","8","9","25","93","109","2","205","77","24","-71"
"*05r50*","Mackie Samoskevich","SEA","F","F","","246","nebsnave","23","1,000,000","FA","54.24","40%","-3%","77","0","12","20","44","30","161","10","136","33","10","257"
"*02np6*","Jake McCabe","TOR","D","D","","247","ROO","32","1,000,000","FA","54.1","35%","-1%","80","25","5","20","30","64","77","0","104","190","27","-352"
"*064r2*","Ivan Demidov","MTL","F","F","","248","BULLIES","20","1,500,000","ELC1","53.97","99%","0%","82","0","19","43","81","34","127","20","28","26","22","-74"
"*04f0y*","Mario Ferraro","WPG","D","D","","249","FA","28","1,000,000","FA","53.82","19%","-2%","82","23","7","16","30","35","94","0","137","150","36","-257"
"*0644f*","Ryan Leonard","WSH","F","F","","250","ROO","21","1,500,000","ELC1","53.71","81%","-2%","75","0","20","25","65","47","153","14","124","25","14","-104"
"*02wy7*","Pavel Buchnevich","STL","F","F","","251","PuckLuck","31","1,000,000","FA","53.45","46%","-3%","81","0","20","28","68","26","142","15","30","40","26","12"
"*03pim*","Jeremy Lauzon","VGK","D","D","","253","FA","29","1,000,000","FA","53.37","32%","-1%","68","13","1","12","14","89","73","0","251","97","11","22"
"*03dms*","Kevin Fiala","LAK","F","F","","254","SPG","30","3,600,000","BID","53.23","75%","-3%","56","0","18","22","58","34","147","17","39","24","19","146"
"*05kua*","Emil Heineman","NYI","F","F","","255","nebsnave","24","1,000,000","BID","53.17","48%","-4%","82","0","22","9","53","18","174","4","247","54","9","10"
"*04ye8*","Jordan Spence","OTT","D","D","","256","SPG","25","1,000,000","BID","53.16","32%","-3%","73","31","7","24","38","22","108","3","55","59","16","456"
"*03nfr*","Evan Rodrigues","NJD","F","F","","257","FA","33","1,000,000","FA","52.93","15%","-2%","69","0","11","20","42","38","160","6","63","26","31","190"
"*03ec6*","Devon Toews","COL","D","D","","259","FA","32","1,000,000","FA","52.88","59%","-1%","68","24","3","21","27","32","115","1","26","83","29","324"
"*04843*","Mathieu Olivier","CBJ","F","F","","260","FA","29","1,000,000","FA","52.88","27%","-1%","61","0","15","11","41","101","93","0","209","42","12","-11"
"*04ezy*","Morgan Frost","CGY","F","F","","261","FA","27","1,000,000","FA","52.77","33%","-3%","82","0","22","21","65","28","140","16","59","39","20","3"
"*03yuf*","Eeli Tolvanen","NYR","F","F","","262","FA","27","1,000,000","FA","52.64","32%","-3%","78","0","12","24","48","30","141","14","187","81","18","-272"
"*04f17*","Fabian Zetterlund","OTT","F","F","","263","FA","27","1,000,000","FA","52.55","21%","-2%","82","0","17","16","50","16","132","8","155","32","20","88"
"*02fq4*","Nick Cousins","OTT","F","F","","264","FA","33","1,000,000","FA","52.4","5%","-1%","81","0","9","14","32","92","79","0","169","41","17","82"
"*025me*","Brenden Dillon","NJD","D","D","","265","FA","35","1,000,000","FA","52.37","15%","-1%","82","15","3","12","18","89","55","1","202","103","10","-14"
"*05ymj*","Jimmy Snuggerud","STL","F","F","","266","CGN","22","0","MNR","52.28","93%","-1%","70","0","21","30","72","18","169","9","71","39","24","-79"
"*02jrw*","Yanni Gourde","TBL","F","F","","267","FA","34","1,000,000","FA","52.02","9%","-1%","82","0","9","19","37","66","114","0","115","31","26","95"
"*02npz*","Esa Lindell","DAL","D","D","","268","FA","32","1,000,000","FA","52","34%","-1%","82","32","6","26","38","20","83","4","30","179","30","-106"
"*03y54*","Michael Carcone","UTA","F","F","","269","FA","30","1,000,000","FA","51.94","9%","-1%","79","0","16","15","47","22","147","4","147","16","16","266"
"*05yn2*","Fraser Minten","BOS","F","F","","270","nbracken","22","1,500,000","ELC1","51.88","55%","-3%","82","0","17","18","52","20","116","4","142","51","27","8"
"*003kg*","Patrick Kane","CHI","F","F","","271","BULLIES","37","1,000,000","BID","51.83","77%","-1%","67","0","16","41","73","16","169","19","21","24","9","55"
"*042vl*","Jordan Kyrou","WSH","F","F","","272","Wags8210","28","3,000,000","BID","51.74","85%","-2%","72","0","18","28","64","8","173","14","14","28","22","152"
"*05981*","Louis Crevier","BUF","D","D","","273","FA","25","1,000,000","FA","51.68","25%","-3%","78","25","7","18","32","63","114","2","124","95","15","-172"
"*01f3c*","Evander Kane","(N/A)","F","F","","274","FA","35","1,000,000","FA","51.63","13%","-3%","71","0","13","18","44","92","171","6","111","28","17","-134"
"*05ran*","Matt Coronato","CGY","F","F","","275","BULLIES","23","2,600,000","RFA1","51.51","54%","-6%","80","0","18","27","63","32","197","15","23","23","19","-1"
"*0243e*","Gabriel Landeskog","COL","F","F","","276","nebsnave","33","1,000,000","FA","51.49","60%","-2%","60","0","14","21","49","47","132","5","86","32","15","169"
"*04gek*","Sean Durzi","NYR","D","D","","277","FA","27","1,000,000","FA","51.48","41%","-3%","60","27","5","22","32","50","84","4","40","88","11","181"
"*06snb*","Benjamin Kindel","PIT","F","F","","278","PuckLuck","19","0","MNR","51.46","57%","-4%","77","0","17","18","52","18","151","12","30","58","25","107"
"*02wy3*","Elias Lindholm","BOS","F","F","","280","FA","31","1,000,000","FA","51.23","50%","-4%","69","0","17","31","65","38","114","20","41","59","17","-91"
"*04zj5*","JJ Peterka","BOS","F","F","","281","nebsnave","24","3,100,000","RFA1","51.14","83%","-2%","82","0","25","22","72","28","159","5","16","19","19","165"
"*04xjf*","Owen Power","BUF","D","D","","283","mertin","23","4,600,000","RFA1","50.95","63%","-2%","81","29","8","21","37","16","120","3","29","95","22","74"
"*05ui2*","Logan Cooley","UTA","F","F","","284","BULLIES","22","5,800,000","BID","50.87","96%","0%","54","0","24","19","67","28","102","12","54","27","24","45"
"*0644b*","Will Smith","SJS","F","F","","285","SPG","21","6,800,000","RFA1","50.86","99%","0%","69","0","24","35","83","16","166","17","16","12","14","-9"
"*0243f*","Seth Jones","FLA","D","D","","286","mcianfra","31","3,000,000","BID","50.85","87%","0%","52","32","7","25","39","18","88","16","47","61","13","81"
"*04f0t*","Eetu Luostarinen","FLA","F","F","","287","FA","28","1,000,000","FA","50.84","17%","-2%","73","0","11","22","44","32","107","2","121","57","20","105"
"*02npj*","Jordan Martinook","CAR","F","F","","289","FA","34","1,000,000","FA","50.81","7%","-1%","77","0","12","17","41","35","109","3","112","50","14","336"
"*02zpp*","Viktor Arvidsson","DET","F","F","","290","FA","33","1,000,000","FA","50.77","45%","-4%","69","0","25","29","79","24","175","9","24","36","15","-33"
"*05tas*","Olen Zellweger","BUF","D","D","","291","mertin","23","2,500,000","RFA1","50.57","48%","-4%","76","22","7","15","29","34","119","3","33","85","19","185"
"*02nof*","Hampus Lindholm","BOS","D","D","","292","FA","32","1,000,000","FA","50.54","18%","-1%","67","26","5","21","31","58","100","4","12","103","25","-33"
"*050rc*","Dmitry Voronkov","CBJ","F","F","","293","Wags8210","26","2,300,000","RFA1","50.5","32%","-4%","63","0","17","15","49","59","110","9","105","27","9","82"
"*04n4n*","Rasmus Sandin","WSH","D","D","","294","CGN","26","3,200,000","BID","50.49","23%","-3%","73","29","5","24","34","12","90","1","88","127","32","-117"
"*03rip*","John Marino","UTA","D","D","","295","FA","29","1,000,000","FA","50.45","22%","0%","80","36","4","32","40","16","55","2","28","68","23","232"
"*03rab*","Jake DeBrusk","VAN","F","F","","297","FA","29","1,000,000","FA","50.31","46%","-3%","81","0","23","19","65","12","219","24","66","34","11","-140"
"*01lyi*","Ian Cole","CHI","D","D","","298","FA","37","1,000,000","FA","50.29","9%","-1%","82","23","3","20","26","50","62","1","73","151","15","1"
"*02ybk*","Artturi Lehkonen","COL","F","F","","299","FA","31","1,000,000","FA","50.17","62%","-3%","70","0","21","27","69","16","153","2","45","33","13","212"
"*01n84*","Alex Killorn","ANA","F","F","","300","FA","37","1,000,000","FA","50.15","8%","-1%","82","0","15","18","48","40","148","6","70","30","21","86"
"*05ylt*","Zach Benson","BUF","F","F","","301","CGN","21","3,650,000","RFA1","50.05","74%","-3%","65","0","13","30","56","42","116","7","40","22","25","88"
"*00qnu*","Drew Doughty","LAK","D","D","","302","ROO","36","900,000","BID","50.05","26%","-2%","72","23","5","18","28","40","101","2","52","76","18","179"
"*04qy3*","Martin Fehervary","WSH","D","D","","303","mcianfra","26","1,000,000","BID","50.01","33%","-2%","81","27","5","22","32","39","73","0","110","176","16","-175"
"*020f4*","Adam Larsson","SEA","D","D","","304","FA","33","1,000,000","FA","49.97","23%","-1%","82","25","7","18","32","42","106","0","110","163","16","-307"
"*05gd7*","Cole Sillinger","CBJ","F","F","","305","FA","23","1,000,000","FA","49.85","21%","-3%","81","0","8","25","41","37","136","1","112","44","31","-17"
"*03w5s*","Ryan McLeod","BUF","F","F","","306","FA","27","1,000,000","FA","49.84","37%","-4%","81","0","14","40","68","16","90","13","16","34","37","-17"
"*05o4f*","Adam Klapka","CGY","F","F","","307","FA","26","1,000,000","FA","49.84","16%","-2%","79","0","6","12","24","112","80","2","295","51","14","-65"
"*05ril*","Simon Nemec","CGY","D","D","","308","TommyG10","22","3,650,000","RFA1","49.83","82%","-3%","68","26","11","15","37","26","101","2","23","104","24","40"
"*004p4*","Mikael Backlund","CGY","F","F","","309","FA","37","1,000,000","FA","49.64","21%","-2%","82","0","17","26","60","16","186","8","23","28","32","-19"
"*051um*","Arseny Gritsyuk","NJD","F","F","","310","BHHC","25","0","MNR","49.62","37%","-5%","66","0","13","18","44","26","149","5","58","18","24","321"
"*05r1i*","Matty Beniers","SEA","F","F","","311","BULLIES","23","5,400,000","RFA1","49.59","57%","-5%","82","0","20","30","70","23","149","11","31","69","21","-135"
"*01zti*","Tyler Toffoli","SJS","F","F","","312","FA","34","1,000,000","FA","49.37","43%","-3%","79","0","19","30","68","10","172","15","48","31","18","-63"
"*02nou*","Brady Skjei","NSH","D","D","","314","FA","32","1,000,000","FA","49.16","15%","-2%","82","26","3","23","29","40","111","5","70","84","30","-144"
"*02i6q*","Nate Schmidt","UTA","D","D","","315","FA","35","1,000,000","FA","49.11","8%","-1%","82","22","5","17","27","22","86","0","78","95","14","260"
"*042xa*","Ross Colton","NSH","F","F","","316","FA","30","1,000,000","FA","49.05","16%","-2%","73","0","9","15","33","13","153","0","159","25","19","302"
"*01sio*","Mats Zuccarello","LAK","F","F","","317","FA","39","1,000,000","FA","49.02","60%","-4%","59","0","15","39","69","20","122","21","16","26","13","18"
"*02nqb*","Colton Parayko","STL","D","D","","318","ROO","33","1,000,000","BID","48.91","33%","-3%","77","18","4","14","22","23","105","0","95","172","35","-172"
"*04qy7*","Kevin Bahl","CGY","D","D","","319","FA","26","1,000,000","FA","48.64","9%","-1%","76","18","4","14","22","47","57","2","114","99","42","-193"
"*031pq*","Andrew Copp","DET","F","F","","320","FA","32","1,000,000","FA","48.62","14%","-1%","79","0","9","34","52","24","115","8","45","64","22","22"
"*02fq7*","Dylan DeMelo","WPG","D","D","","321","FA","33","1,000,000","FA","48.62","9%","-1%","82","19","3","16","22","40","75","2","115","109","23","-46"
"*059e5*","Jake Neighbours","STL","F","F","","322","nbracken","24","3,100,000","RFA1","48.57","46%","-4%","69","0","15","21","51","43","86","7","152","36","14","-31"
"*02un6*","Sean Monahan","CBJ","F","F","","323","FA","31","1,000,000","FA","48.53","28%","-3%","78","0","13","23","49","12","131","12","46","34","26","93"
"*01yj6*","Radko Gudas","FLA","D","D","","324","BULLIES","36","3,100,000","BID","48.51","31%","-1%","56","13","2","11","15","67","63","0","164","88","8","74"
"*04yn0*","Connor McMichael","STL","F","F","","325","TommyG10","25","1,000,000","BID","48.35","50%","-4%","78","0","14","32","60","30","142","6","45","45","29","-96"
"*003dv*","Corey Perry","LAK","F","F","","326","FA","41","1,000,000","FA","48.35","12%","-1%","72","0","17","20","54","81","113","13","30","20","6","30"
"*02b42*","Joel Edmundson","LAK","D","D","","327","FA","33","1,000,000","FA","48.34","8%","-1%","82","23","2","21","25","25","104","4","97","111","10","-4"
